gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000000971.16,6677.01155127007,-1.967151982916153,0.44677691273481335,-4.4029848607771855,1.0677161937489322e-05,0.000530434743393642
ENSG00000001084.13,5289.699560423254,2.192922762207504,0.7272002372319913,3.01556937131185,0.002564972572466564,0.030294577169243535
ENSG00000001561.7,1252.1153825031788,-1.6202621995250475,0.4165722050127712,-3.889511062014744,0.00010044639032566864,0.002839542188052556
ENSG00000001617.12,3286.431537093213,1.6532260866062094,0.477610481728096,3.4614526896991182,0.0005372685429938782,0.009878641940294752
ENSG00000001626.16,698.5483078454865,-2.6612889864329845,0.7452896416224654,-3.570811719104892,0.00035587664875182215,0.007263082353286609
ENSG00000003096.14,381.9453536657579,2.253860486461325,0.718140669959638,3.1384665717205515,0.001698343054174276,0.022604142391357038
ENSG00000004139.14,229.3737389572434,-1.155462612994344,0.4004123383279445,-2.88568183942424,0.0039056676655466055,0.03992723382057541
ENSG00000004399.13,9237.627618515093,-1.118895549040075,0.331137518871197,-3.3789452577111723,0.0007276449566722001,0.012341905027759234
ENSG00000004478.8,5634.213927075942,1.4612119937331378,0.35747282645624434,4.0876169755856795,4.358269359304414e-05,0.0015116878207824026
ENSG00000004848.8,117.1248732454882,-3.9123539955954327,0.8716074708936826,-4.488665054217572,7.167088244058654e-06,0.00039661116701919177
ENSG00000005108.16,269.1506502496661,-2.205377321528364,0.4698091009004365,-4.694198808200046,2.6765363939469103e-06,0.00019408090675471917
ENSG00000005187.12,310.3997373362088,-1.5816297965333128,0.5189109907647866,-3.0479789880770483,0.0023038603592731082,0.028090241258427753
ENSG00000005249.13,643.699702441254,-1.929676872634472,0.49524501595765613,-3.8964084654199955,9.762968142483249e-05,0.002773592485671777
ENSG00000006118.15,4104.980072672797,1.6873577037113774,0.4265946299897676,3.9554124339348826,7.640272962157798e-05,0.002298094695280727
ENSG00000006210.7,5721.229653648426,-1.6288329501592347,0.4943841411515941,-3.2946707116557405,0.0009853707270858973,0.015202180781440928
ENSG00000006377.11,158.7088103842345,4.885212188720557,1.0003161095403263,4.88366841454293,1.0413012948736413e-06,8.963634119385264e-05
ENSG00000006534.16,3149.6669098532357,-2.39519139832536,0.5088196597843521,-4.707348374354265,2.509598177069108e-06,0.00018445546601457942
ENSG00000006634.8,705.9933040310648,1.0697609545982476,0.2570785741256562,4.161221751896617,3.1654952081437274e-05,0.001187682200804188
ENSG00000006740.17,528.7431620579009,-2.2308289999655746,0.5567066315554745,-4.007189556432071,6.144554720226906e-05,0.0019570406783922696
ENSG00000006747.15,1358.4776812626428,-3.454033939498536,0.4661558415641434,-7.409612047140373,1.266694161488272e-13,1.5282323341791542e-10
ENSG00000007062.12,1195.4151184878197,-2.541685912846707,0.7905671114711054,-3.2150160004975152,0.0013043725147491756,0.01874177350139605
ENSG00000007129.18,119.6403673471867,-1.2760762657548557,0.4508804639475035,-2.8301875281591946,0.004652072812874695,0.0447639030483562
ENSG00000007372.24,70.9067059868509,4.191063254330057,0.9609626241418242,4.361317650697221,1.2928151576525288e-05,0.0006055318054593095
ENSG00000007402.12,1577.0072948729521,-2.896889397358817,0.7190626551372482,-4.028702334438276,5.6085578151386265e-05,0.0018331734295433148
ENSG00000007968.7,504.76536407387874,1.8371187773914037,0.4169173947242269,4.406433506106358,1.0508654763501501e-05,0.0005282609828781491
ENSG00000008083.14,2001.0763886356183,1.278130955474148,0.32236282510884545,3.96488321828855,7.343188847730642e-05,0.0022416667552736832
ENSG00000008513.16,4536.306635651332,-1.4227827564360003,0.4372413782403137,-3.2539984256796934,0.0011379291041511154,0.01703671225549975
ENSG00000008853.17,3513.2743015060005,-2.3467538985490908,0.6604141715625762,-3.5534578142024755,0.0003802021709006786,0.0076319994599915635
ENSG00000010282.15,40.35356464263744,-3.3396044400796505,1.1539640494560899,-2.8940281472839144,0.003803340663194285,0.03917454549423793
ENSG00000010292.13,5608.5445479090595,1.318255774927882,0.3259936927948734,4.043807607521336,5.259007931390206e-05,0.0017367449579873302
ENSG00000010319.7,400.21676965667973,-1.2492822640528973,0.4370264354276288,-2.8585965579644608,0.004255195838388579,0.04218974399474383
ENSG00000011332.19,83.98647156335969,2.3322266082860303,0.7161665433624653,3.256542252499006,0.0011277814395281758,0.016961099141697356
ENSG00000011426.11,2897.4625580549186,2.1262772876549825,0.44759744792476225,4.750423170447552,2.0299140827867283e-06,0.0001543434673291288
ENSG00000012048.23,933.8411216042645,1.1714856924034085,0.3910004463148393,2.9961236705599847,0.0027343551399999417,0.03152867662433561
